ID,Possession Status,Commercial,Developer,Price,sqft Price ,furnished Type,Bathroom,Facing,Transaction Type,Type of Property,City,bedroom,floors,isPrimeLocationProperty,Property Lifespan
3318,Ready to Move,N,NA,4700000,14462,Unfurnished,1,West,New Property,Apartment,Mumbai,1,7,N,New Construction
3317,Ready to Move,N,NA,8500000,14407,Semi-Furnished,2,NA,Resale,Apartment,Mumbai,1,7,N,NA
3316,Ready to Move,N,NA,10500000,24138,Furnished,2,NA,Resale,Apartment,Mumbai,1,7,N,NA
3315,Ready to Move,N,DGS Group Builders & Developers,16000000,24615,Unfurnished,2,NA,Resale,Apartment,Mumbai,2,21,N,NA
3314,Ready to Move,N,Sethia Infrastructure,3500000,11667,Unfurnished,1,NA,Resale,Apartment,Mumbai,1,19,N,5 to 10 years
3313,Ready to Move,N,NA,13000000,17450,Furnished,2,NA,Resale,Apartment,Mumbai,2,8,Y,5 to 10 years
3312,Ready to Move,N,NA,9500000,21253,Furnished,1,NA,Resale,Apartment,Mumbai,1,11,Y,NA
3311,Ready to Move,N,Sethia Infrastructure,4800000,14907,Unfurnished,1,South,Resale,Apartment,Mumbai,1,23,Y,Less than 5 years
3310,Ready to Move,N,NA,10000000,NA,Unfurnished,1,NA,Resale,Apartment,Mumbai,1,7,Y,5 to 10 years
3309,Ready to Move,N,NA,19000000,NA,Furnished,2,East,Resale,Apartment,Mumbai,2,4,Y,10 to 15 years
3308,Ready to Move,N,NA,8500000,15455,Unfurnished,2,North,Resale,Apartment,Mumbai,1,7,Y,NA
3307,Ready to Move,N,Vasundhara Builders,14100000,20143,Unfurnished,2,NA,Resale,Apartment,Mumbai,2,19,Y,New Construction
3306,Ready to Move,N,NA,13500000,19285,Furnished,2,North,Resale,Apartment,Mumbai,2,7,Y,New Construction
3305,Ready to Move,N,Sethia Infrastructure,9600000,29268,Furnished,2,NA,Resale,Apartment,Mumbai,1,40,Y,NA
3304,Ready to Move,N,NA,10000000,16666,Unfurnished,2,East,Resale,Apartment,Mumbai,1,7,Y,Less than 5 years
3303,Ready to Move,N,NA,17500000,16667,Furnished,2,East,Resale,Apartment,Mumbai,3,16,Y,Less than 5 years
3302,Ready to Move,N,Sethia Infrastructure,15600000,14857,Furnished,2,East,Resale,Apartment,Mumbai,2,40,Y,New Construction
3301,Ready to Move,N,Kanakia Spaces Realty Pvt. Ltd.,23500000,21364,Unfurnished,2,West,New Property,Apartment,Mumbai,2,40,Y,New Construction
3300,Ready to Move,N,Omkar Realtors and Developers Pvt. Ltd.,50000000,25050,Unfurnished,3,East,Resale,Apartment,Mumbai,3,55,Y,5 to 10 years
3299,Ready to Move,N,NA,9800000,17818,Unfurnished,1,NA,Resale,Apartment,Mumbai,1,3,N,Above 20 years
3298,Ready to Move,N,NA,16500000,19412,Furnished,2,East,Resale,Apartment,Mumbai,2,NA,N,Above 20 years
3297,Ready to Move,N,The Dynamix Group,27000000,22500,Furnished,2,NA,Resale,Apartment,Mumbai,2,11,N,NA
3296,Ready to Move,N,NA,11000000,18182,Semi-Furnished,2,NA,Resale,Apartment,Mumbai,2,4,N,Above 20 years
3295,Ready to Move,N,ATLANTA Ltd.,31500000,18000,Unfurnished,2,NA,Resale,Apartment,Mumbai,2,10,N,NA
3294,Ready to Move,N,PIL Developers Pvt. Ltd.,17500000,14000,Unfurnished,4,NA,Resale,Apartment,Mumbai,3,7,N,5 to 10 years
3293,Ready to Move,N,Raheja Universal Pvt. Ltd.,19000000,21111,Furnished,2,NA,Resale,Apartment,Mumbai,2,7,N,Above 20 years
3292,Ready to Move,N,NA,20500000,NA,Furnished,2,East,Resale,Apartment,Mumbai,3,16,Y,10 to 15 years
3291,Ready to Move,N,Prima Terra Buildtech,9800000,NA,Semi-Furnished,2,NA,Resale,Apartment,Mumbai,2,3,Y,Above 20 years
3290,Ready to Move,N,Rizvi Builders,14200000,15777,Semi-Furnished,2,East,Resale,Apartment,Mumbai,2,22,Y,Less than 5 years
3289,Ready to Move,N,Rizvi Group,40000000,11429,Semi-Furnished,5,East,Resale,Penthouse,Mumbai,6,22,Y,Less than 5 years
3288,Ready to Move,N,Sethia Infrastructure,8800000,26829,Furnished,2,NA,Resale,Apartment,Mumbai,1,40,Y,New Construction
3287,Ready to Move,N,NA,9800000,NA,Unfurnished,1,NA,Resale,Residential House,Mumbai,1,4,Y,NA
3286,Ready to Move,N,Mauli Sai Developers Pvt. Ltd.,18500000,16972,Furnished,2,NA,Resale,Apartment,Mumbai,2,12,Y,NA
3285,Ready to Move,N,NA,29500000,29500,Unfurnished,3,West,Resale,Residential House,Mumbai,3,2,Y,10 to 15 years
3284,Ready to Move,N,Omkar Realtors and Developers Pvt. Ltd.,13000000,16883,Unfurnished,2,North - East,Resale,Apartment,Mumbai,2,34,Y,NA
3283,Under Construction,N,NA,18900000,NA,Unfurnished,2,East,New Property,Apartment,Mumbai,2,10,Y,NA
3282,Under Construction,N,Navkar Developers,11300000,19382,Furnished,2,East,New Property,Apartment,Mumbai,1,19,Y,NA
3281,Ready to Move,N,Omkar Realtors and Developers Pvt. Ltd.,32100000,19107,Unfurnished,3,NA,Resale,Apartment,Mumbai,3,NA,Y,Less than 5 years
3280,Ready to Move,N,NA,16000000,16000,Unfurnished,2,NA,Resale,Apartment,Mumbai,2,23,Y,New Construction
3279,Ready to Move,N,Sethia Infrastructure,9500000,23170,Furnished,2,East,Resale,Apartment,Mumbai,1,40,Y,New Construction
3278,Ready to Move,N,K Raheja Corp,20200000,17339,Semi-Furnished,2,North - West,Resale,Apartment,Mumbai,2,20,Y,5 to 10 years
3277,Under Construction,Y,Poonam Housecon,12200000,17732,Unfurnished,1,East,New Property,Apartment,Mumbai,1,22,Y,NA
3276,Ready to Move,N,NA,15500000,12895,Unfurnished,2,East,New Property,Apartment,Mumbai,2,44,Y,New Construction
3275,Under Construction,N,A&O Realty and Riddhi Siddhi Group,17000000,14834,Semi-Furnished,2,East,New Property,Apartment,Mumbai,2,38,Y,NA
3274,Under Construction,N,Group Satellite,4500000,11056,Semi-Furnished,1,West,New Property,Apartment,Mumbai,1,18,Y,NA
3273,Ready to Move,N,Sethia Infrastructure,16500000,28998,Semi-Furnished,2,East,Resale,Apartment,Mumbai,2,40,Y,New Construction
3272,Ready to Move,N,NA,15000000,18750,Semi-Furnished,2,East,Resale,Apartment,Mumbai,2,7,Y,5 to 10 years
3271,Ready to Move,N,NA,15000000,15000,Unfurnished,3,North - West,Resale,Apartment,Mumbai,3,4,N,Above 20 years
3270,Ready to Move,N,A&O Realty and Riddhi Siddhi Group,17500000,24005,Unfurnished,2,North - West,Resale,Apartment,Mumbai,2,45,N,NA
3269,Ready to Move,N,NA,13000000,15116,Furnished,2,South -West,Resale,Apartment,Mumbai,2,13,N,Less than 5 years
3268,Under Construction,N,Sethia Infrastructure,13900000,19857,Furnished,2,NA,Resale,Apartment,Mumbai,2,40,N,NA
3267,Ready to Move,N,Sethia Infrastructure,16000000,19300,Furnished,2,East,Resale,Apartment,Mumbai,2,40,N,New Construction
3266,Ready to Move,N,NA,21000000,23864,Furnished,2,NA,Resale,Apartment,Mumbai,2,6,N,10 to 15 years
3265,Ready to Move,N,Rizvi Group,28000000,15556,Unfurnished,3,East,Resale,Apartment,Mumbai,3,22,N,5 to 10 years
3264,Ready to Move,N,Inventure Group,13500000,22500,Unfurnished,2,NA,Resale,Apartment,Mumbai,1,12,N,Less than 5 years
3263,Ready to Move,N,NA,9500000,14179,Unfurnished,2,North,Resale,Apartment,Mumbai,1,11,Y,5 to 10 years
3262,Ready to Move,N,NA,4500000,12857,Semi-Furnished,1,East,Resale,Apartment,Mumbai,1,3,N,15 to 20 years
3261,Ready to Move,N,NA,5800000,5800,Unfurnished,1,West,Resale,Residential House,Mumbai,1,1,N,10 to 15 years
3260,Ready to Move,N,NA,10500000,15671,Semi-Furnished,2,East,Resale,Apartment,Mumbai,2,8,Y,10 to 15 years
3259,Ready to Move,N,NA,9000000,8182,Unfurnished,2,East,Resale,Apartment,Mumbai,2,NA,Y,5 to 10 years
3258,Ready to Move,N,NA,32500000,25000,Furnished,3,NA,Resale,Residential House,Mumbai,3,6,N,10 to 15 years
3257,Ready to Move,N,NA,9100000,21163,Unfurnished,2,East,Resale,Apartment,Mumbai,1,23,Y,Less than 5 years
3256,Ready to Move,N,Sethia Infrastructure,7745000,25146,Furnished,2,East,Resale,Apartment,Mumbai,1,40,N,NA
3255,Ready to Move,N,K Raheja Corp,15500000,NA,Unfurnished,1,East,Resale,Apartment,Mumbai,1,20,N,5 to 10 years
3254,Ready to Move,N,Rizvi Builders,9900000,22864,Semi-Furnished,2,South - East,New Property,Apartment,Mumbai,1,23,N,New Construction
3253,Ready to Move,N,Omkar Realtors and Developers Pvt. Ltd.,62000000,15323,Semi-Furnished,5,NA,Resale,Apartment,Mumbai,5,58,N,New Construction
3252,Ready to Move,N,NA,18600000,18325,Furnished,2,West,Resale,Apartment,Mumbai,2,11,Y,10 to 15 years
3251,Ready to Move,N,Omkar Realtors and Developers Pvt. Ltd.,21500000,17916,Semi-Furnished,2,East,Resale,Apartment,Mumbai,2,45,Y,5 to 10 years
3250,Ready to Move,N,Roha Infrastructure Developers Pvt. Ltd.,27000000,24545,Unfurnished,3,West,New Property,Apartment,Mumbai,3,20,Y,New Construction
3249,Under Construction,N,DGS Group Builders & Developers,14200000,24483,Unfurnished,2,North,Resale,Apartment,Mumbai,2,22,Y,NA
3248,Ready to Move,N,K Raheja Corp,20500000,17596,Unfurnished,2,East,Resale,Apartment,Mumbai,2,20,Y,10 to 15 years
3247,Ready to Move,N,Shah Group,15000000,21739,Unfurnished,2,East,Resale,Apartment,Mumbai,2,21,Y,5 to 10 years
3246,Ready to Move,N,NA,11000000,20952,Unfurnished,1,East,Resale,Apartment,Mumbai,1,6,Y,Above 20 years
3245,Ready to Move,N,NA,25000000,21277,Semi-Furnished,2,North,Resale,Apartment,Mumbai,3,4,Y,Above 20 years
3244,Ready to Move,N,NA,32000000,17978,Furnished,3,East,Resale,Apartment,Mumbai,3,22,Y,5 to 10 years
3243,Ready to Move,N,NA,20000000,NA,Semi-Furnished,3,NA,Resale,Apartment,Mumbai,3,7,Y,Above 20 years
3242,Ready to Move,N,NA,9500000,22093,Furnished,2,East,Resale,Apartment,Mumbai,1,4,N,Above 20 years
3241,Ready to Move,N,Navkar Developers,9900000,26400,Unfurnished,2,East,New Property,Apartment,Mumbai,1,19,Y,New Construction
3240,Ready to Move,N,A&O Realty and Riddhi Siddhi Group,18800000,15161,Unfurnished,2,East,New Property,Apartment,Mumbai,2,37,Y,New Construction
3239,Ready to Move,N,Right Channel Construction Pvt. Ltd.,10000000,14925,Unfurnished,2,North - East,Resale,Apartment,Mumbai,1,22,N,NA
3238,Ready to Move,N,Sahyadri Developers,12500000,21930,Unfurnished,1,East,Resale,Apartment,Mumbai,1,7,N,10 to 15 years
3237,Ready to Move,N,Right Channel Construction Pvt. Ltd.,10500000,NA,Unfurnished,2,South,Resale,Apartment,Mumbai,1,23,N,NA
3236,Ready to Move,N,NA,19000000,19000,Unfurnished,2,East,Resale,Apartment,Mumbai,2,18,N,New Construction
3235,Ready to Move,N,Lucent Infra Projects Pvt. Ltd.,18000000,16071,Unfurnished,2,NA,Resale,Apartment,Mumbai,2,20,N,Less than 5 years
3234,Ready to Move,N,NA,8000000,16842,Unfurnished,2,NA,Resale,Apartment,Mumbai,1,7,N,10 to 15 years
3233,Ready to Move,N,Lucent Infra Projects Pvt. Ltd.,15000000,NA,Unfurnished,2,NA,Resale,Apartment,Mumbai,2,20,N,Less than 5 years
3232,Ready to Move,N,NA,17000000,16749,Unfurnished,2,East,Resale,Apartment,Mumbai,2,14,Y,10 to 15 years
3231,Ready to Move,Y,Omkar Realtors and Developers Pvt. Ltd.,85000000,NA,Unfurnished,6,North - East,Resale,Apartment,Mumbai,5,54,Y,Less than 5 years
3230,Ready to Move,Y,Omkar Realtors and Developers Pvt. Ltd.,40000000,22222,Semi-Furnished,3,NA,Resale,Apartment,Mumbai,3,50,Y,NA
3229,Ready to Move,N,Rizvi Group,25000000,13888,Semi-Furnished,3,NA,Resale,Apartment,Mumbai,3,22,Y,NA
3228,Ready to Move,N,Mauli Sai Developers Pvt. Ltd.,9000000,22500,Semi-Furnished,1,East,Resale,Apartment,Mumbai,1,24,Y,New Construction
3227,Ready to Move,N,Raheja Universal Pvt. Ltd.,18900000,17182,Unfurnished,2,North - West,Resale,Apartment,Mumbai,2,7,N,Above 20 years
3226,Ready to Move,N,NA,14500000,16111,Unfurnished,2,South - East,Resale,Apartment,Mumbai,2,7,N,5 to 10 years
3225,Ready to Move,N,NA,3200000,9143,Unfurnished,1,South,Resale,Apartment,Mumbai,1,7,N,Less than 5 years
3224,Ready to Move,N,NA,13000000,17931,Furnished,2,South,Resale,Apartment,Mumbai,3,3,N,Above 20 years
3223,Ready to Move,N,NA,33000000,32353,Semi-Furnished,2,North,Resale,Apartment,Mumbai,2,7,N,10 to 15 years
3222,Ready to Move,N,Balaji Builders,6500000,10943,Unfurnished,2,NA,Resale,Apartment,Mumbai,1,9,Y,5 to 10 years
3221,Ready to Move,N,NA,12000000,14724,Unfurnished,2,East,Resale,Apartment,Mumbai,2,6,Y,10 to 15 years
3220,Ready to Move,N,NA,16500000,22297,Furnished,2,East,Resale,Apartment,Mumbai,2,7,Y,15 to 20 years
3219,Ready to Move,N,Cooperative Group Housing Society,12500000,21739,Unfurnished,2,NA,Resale,Apartment,Mumbai,1,7,Y,15 to 20 years
3218,Ready to Move,N,K Raheja Corp,22000000,18333,Furnished,2,South - East,Resale,Apartment,Mumbai,2,20,Y,Less than 5 years
3217,Ready to Move,N,Benchmark Developers,25000000,14881,Furnished,3,South -West,Resale,Apartment,Mumbai,3,28,Y,10 to 15 years
3216,Ready to Move,N,Cooperative Group Housing Society,9700000,19675,Semi-Furnished,2,East,Resale,Apartment,Mumbai,1,6,Y,15 to 20 years
3215,Ready to Move,N,Omkar Realtors and Developers Pvt. Ltd.,32500000,19345,Unfurnished,3,NA,New Property,Apartment,Mumbai,3,54,Y,New Construction
3214,Ready to Move,N,Omkar Realtors and Developers Pvt. Ltd.,37500000,20753,Semi-Furnished,3,NA,Resale,Apartment,Mumbai,3,52,Y,Less than 5 years
3213,Ready to Move,N,NA,75000000,25000,Unfurnished,5,East,Resale,Villa,Mumbai,6,NA,Y,15 to 20 years
3212,Ready to Move,N,NA,10500000,25301,Unfurnished,2,NA,Resale,Apartment,Mumbai,1,8,Y,Less than 5 years
3211,Ready to Move,N,NA,10600000,16960,Unfurnished,2,East,Resale,Apartment,Mumbai,1,6,Y,Above 20 years
3210,Ready to Move,N,NA,28500000,21364,Semi-Furnished,3,South - East,Resale,Residential House,Mumbai,3,6,Y,5 to 10 years
3209,Ready to Move,N,Raheja Universal Pvt. Ltd.,17000000,20000,Semi-Furnished,2,North - East,Resale,Apartment,Mumbai,2,7,Y,Above 20 years
3208,Ready to Move,N,Omkar Realtors and Developers Pvt. Ltd.,31000000,18452,Semi-Furnished,3,East,Resale,Apartment,Mumbai,3,51,Y,Less than 5 years
3207,Ready to Move,Y,Omkar Realtors and Developers Pvt. Ltd.,50000000,14286,Unfurnished,4,East,Resale,Apartment,Mumbai,3,53,Y,New Construction
3206,Under Construction,Y,Right Channel Construction Pvt. Ltd.,13900000,14632,Unfurnished,2,East,New Property,Apartment,Mumbai,2,42,Y,NA
3205,Ready to Move,N,Omkar Realtors and Developers Pvt. Ltd.,31000000,17222,Semi-Furnished,3,North - East,Resale,Apartment,Mumbai,3,50,Y,5 to 10 years
3204,Ready to Move,Y,Omkar Realtors and Developers Pvt. Ltd.,22000000,16832,Furnished,2,East,New Property,Apartment,Mumbai,2,45,Y,New Construction
3203,Ready to Move,N,Rizvi Group,41500000,NA,Semi-Furnished,4,NA,New Property,Apartment,Mumbai,4,22,Y,Less than 5 years
3202,Under Construction,Y,The Dynamix Group,18200000,17756,Unfurnished,2,North - East,New Property,Apartment,Mumbai,2,44,Y,NA
3201,Ready to Move,Y,A&O Realty and Riddhi Siddhi Group,20500000,17083,Unfurnished,2,East,New Property,Apartment,Mumbai,2,37,Y,New Construction
3200,Ready to Move,N,NA,9500000,NA,Unfurnished,2,East,New Property,Apartment,Mumbai,1,22,Y,NA
3199,Ready to Move,Y,Kanakia Spaces Realty Pvt. Ltd.,36500000,20277,Unfurnished,3,East,Resale,Apartment,Mumbai,3,45,Y,Less than 5 years
3198,Ready to Move,Y,Balaji Builders,10500000,15981,Unfurnished,2,North,Resale,Apartment,Mumbai,2,8,Y,Less than 5 years
3197,Under Construction,Y,A&O Realty and Riddhi Siddhi Group,28000000,20740,Unfurnished,3,North - East,New Property,Apartment,Mumbai,3,37,Y,NA
3196,Under Construction,N,A&O Realty and Riddhi Siddhi Group,19000000,15833,Unfurnished,2,North - East,New Property,Apartment,Mumbai,2,35,Y,NA
3195,Under Construction,Y,Right Channel Construction Pvt. Ltd.,14000000,15695,Unfurnished,3,North,New Property,Apartment,Mumbai,2,42,Y,NA
3194,Under Construction,Y,Dynamix Group,19500000,16567,Semi-Furnished,3,East,New Property,Apartment,Mumbai,2,22,Y,NA
3193,Under Construction,Y,Omkar Realtors and Developers Pvt. Ltd.,92500000,20330,Unfurnished,5,NA,New Property,Apartment,Mumbai,5,53,Y,NA
3192,Ready to Move,N,K Raheja Corp,23500000,20171,Furnished,2,North - East,Resale,Apartment,Mumbai,2,20,Y,5 to 10 years
3191,Under Construction,N,NA,8000000,17777,Semi-Furnished,2,East,New Property,Apartment,Mumbai,1,32,Y,NA
3190,Ready to Move,N,NA,17200000,12286,Unfurnished,3,NA,Resale,Apartment,Mumbai,3,21,Y,Less than 5 years
3189,Ready to Move,N,A&O Realty and Riddhi Siddhi Group,19301909,26477,Unfurnished,2,East,New Property,Residential House,Mumbai,2,37,Y,New Construction
3188,Under Construction,N,IM Buildcon,32000000,20000,Unfurnished,3,North - East,New Property,Apartment,Mumbai,3,38,Y,NA
3187,Ready to Move,N,Rizvi Group,26000000,18705,Semi-Furnished,3,East,Resale,Apartment,Mumbai,3,22,Y,5 to 10 years
3186,Ready to Move,Y,Omkar Realtors and Developers Pvt. Ltd.,87500000,18056,Semi-Furnished,5,East,Resale,Apartment,Mumbai,5,59,Y,5 to 10 years
3185,Ready to Move,N,The Dynamix Group,62500000,17857,Semi-Furnished,2,North,Resale,Apartment,Mumbai,4,16,Y,5 to 10 years
3184,Ready to Move,N,K. Raheja Realty,21200000,19185,Unfurnished,2,North - East,Resale,Apartment,Mumbai,2,20,Y,New Construction
3183,Ready to Move,N,NA,97500000,20033,Unfurnished,7,North - West,New Property,Apartment,Mumbai,5,53,Y,New Construction
3182,Ready to Move,N,Omkar Realtors and Developers Pvt. Ltd.,103400000,NA,Unfurnished,6,East,New Property,Apartment,Mumbai,5,53,Y,New Construction
3181,Ready to Move,N,A&O Realty and Riddhi Siddhi Group,18500000,14919,Unfurnished,2,East,New Property,Apartment,Mumbai,2,37,Y,New Construction
3180,Ready to Move,N,K. Raheja Realty,14300000,20575,Semi-Furnished,2,East,Resale,Apartment,Mumbai,1,10,Y,5 to 10 years
3179,Under Construction,N,NA,11500000,16912,Unfurnished,2,East,New Property,Apartment,Mumbai,2,9,Y,NA
3178,Ready to Move,N,Mauli Sai Developers Pvt. Ltd.,7200000,14400,Semi-Furnished,1,East,Resale,Apartment,Mumbai,1,21,Y,Less than 5 years
3177,Under Construction,N,Dynamix Group,38500000,17948,Unfurnished,3,East,New Property,Apartment,Mumbai,3,22,Y,NA
3176,Ready to Move,N,A&O Realty and Riddhi Siddhi Group,31000000,20666,Unfurnished,3,East,Resale,Apartment,Mumbai,3,48,Y,Less than 5 years
3175,Under Construction,N,Dynamix Group,35500000,21489,Semi-Furnished,4,North,New Property,Apartment,Mumbai,3,22,Y,NA
3174,Under Construction,N,Dynamix Group,19900000,14265,Semi-Furnished,2,North,New Property,Apartment,Mumbai,2,22,Y,NA
3173,Ready to Move,N,Lucent Infra Projects Pvt. Ltd.,17000000,16346,Unfurnished,2,North,Resale,Apartment,Mumbai,2,22,Y,Less than 5 years
3172,Ready to Move,N,A&O Realty and Riddhi Siddhi Group,17800000,15478,Semi-Furnished,2,East,New Property,Apartment,Mumbai,2,48,Y,New Construction
3171,Under Construction,N,Omkar Realtors and Developers Pvt. Ltd.,22500000,16071,Unfurnished,3,East,New Property,Apartment,Mumbai,3,45,Y,NA
3170,Ready to Move,N,NA,20000000,16000,Unfurnished,2,East,New Property,Apartment,Mumbai,2,22,Y,New Construction
3169,Ready to Move,N,K Raheja Corp,28000000,20740,Semi-Furnished,3,East,Resale,Apartment,Mumbai,3,20,Y,5 to 10 years
3168,Ready to Move,N,Sheth Creators Pvt. Ltd.,26500000,23043,Furnished,3,North,Resale,Apartment,Mumbai,3,8,Y,10 to 15 years
3167,Ready to Move,N,ATLANTA Ltd.,33100000,NA,Unfurnished,2,North,New Property,Apartment,Mumbai,2,10,Y,Less than 5 years
3166,Ready to Move,N,Omkar Realtors and Developers Pvt. Ltd.,31000000,18452,Unfurnished,3,East,Resale,Apartment,Mumbai,3,50,Y,Less than 5 years
3165,Ready to Move,N,K. Raheja Realty,21000000,18666,Unfurnished,2,North,Resale,Apartment,Mumbai,2,20,Y,New Construction
3164,Under Construction,N,IM Buildcon,18500000,17619,Unfurnished,2,East,New Property,Apartment,Mumbai,2,35,Y,NA
3163,Ready to Move,N,A&O Realty and Riddhi Siddhi Group,21000000,19830,Unfurnished,2,East,New Property,Apartment,Mumbai,2,NA,Y,New Construction
3162,Ready to Move,N,Satellite Builders Private Limited,140000000,53846,Furnished,4,North,Resale,Villa,Mumbai,4,NA,Y,10 to 15 years
3161,Ready to Move,N,K. Raheja Realty,21300000,18933,Unfurnished,2,North - East,Resale,Apartment,Mumbai,2,20,Y,New Construction
3160,Ready to Move,N,K. Raheja Realty,21500000,19111,Unfurnished,2,North - East,New Property,Apartment,Mumbai,2,20,Y,New Construction
3159,Ready to Move,N,Omkar Realtors and Developers Pvt. Ltd.,42000000,16393,Semi-Furnished,5,East,New Property,Apartment,Mumbai,3,57,Y,New Construction
3158,Ready to Move,N,NA,16800000,20265,Unfurnished,2,East,New Property,Apartment,Mumbai,2,NA,Y,New Construction
3157,Ready to Move,N,A&O Realty and Riddhi Siddhi Group,17000000,18299,Unfurnished,2,East,New Property,Apartment,Mumbai,2,NA,Y,New Construction
3156,Under Construction,N,NA,18500000,NA,Unfurnished,2,West,Resale,Apartment,Mumbai,2,9,Y,NA
3155,Ready to Move,Y,Omkar Realtors and Developers Pvt. Ltd.,37800000,20599,Semi-Furnished,3,East,New Property,Apartment,Mumbai,3,53,Y,New Construction
3154,Ready to Move,Y,A&O Realty and Riddhi Siddhi Group,31600000,25280,Unfurnished,3,East,New Property,Apartment,Mumbai,3,60,Y,New Construction
3153,Under Construction,Y,Riddhi Siddhi Costructions,20000000,19607,Unfurnished,3,East,New Property,Apartment,Mumbai,2,37,Y,NA
3152,Ready to Move,Y,Mauli Sai Developers Pvt. Ltd.,7900000,12153,Semi-Furnished,1,West,New Property,Apartment,Mumbai,1,23,Y,New Construction
3151,Ready to Move,Y,K. Raheja Realty,19500000,20526,Unfurnished,2,East,New Property,Apartment,Mumbai,2,20,Y,New Construction
3150,Ready to Move,Y,The Dynamix Group,59000000,22692,Semi-Furnished,2,East,Resale,Apartment,Mumbai,4,18,Y,Less than 5 years
3149,Under Construction,Y,JE & VEE Infrastructure,11500000,29113,Unfurnished,2,East,New Property,Apartment,Mumbai,1,23,Y,NA
3148,Under Construction,Y,Navkar Developers,18200000,18383,Unfurnished,2,North,New Property,Apartment,Mumbai,2,16,Y,NA
3147,Ready to Move,Y,A&O Realty and Riddhi Siddhi Group,25800000,17200,Unfurnished,3,East,New Property,Apartment,Mumbai,3,48,Y,NA
3146,Ready to Move,Y,Omkar Realtors and Developers Pvt. Ltd.,48000000,18461,Semi-Furnished,4,North - East,Resale,Apartment,Mumbai,3,42,Y,New Construction
3145,Ready to Move,Y,Omkar Realtors and Developers Pvt. Ltd.,105000000,21169,Unfurnished,7,North,Resale,Apartment,Mumbai,5,62,Y,Less than 5 years
3144,Ready to Move,Y,Kanakia Spaces Realty Pvt. Ltd.,40000000,21621,Unfurnished,3,East,Resale,Apartment,Mumbai,3,41,Y,Less than 5 years
3143,Ready to Move,Y,K. Raheja Realty,21100000,18755,Unfurnished,2,East,New Property,Apartment,Mumbai,2,20,Y,New Construction
3142,Ready to Move,Y,Omkar Realtors and Developers Pvt. Ltd.,40000000,19047,Semi-Furnished,4,East,Resale,Apartment,Mumbai,3,53,Y,New Construction
3141,Ready to Move,N,NA,20000000,23809,Unfurnished,2,West,New Property,Apartment,Mumbai,2,38,Y,NA
3140,Ready to Move,N,A&O Realty and Riddhi Siddhi Group,18900000,15241,Unfurnished,2,North - East,New Property,Apartment,Mumbai,2,34,Y,NA
3139,Ready to Move,Y,Omkar Realtors and Developers Pvt. Ltd.,48000000,16842,Unfurnished,3,East,Resale,Apartment,Mumbai,3,51,Y,New Construction
3138,Under Construction,N,Sethia Infrastructure,15000000,14836,Unfurnished,2,West,New Property,Apartment,Mumbai,2,22,Y,NA
3137,Under Construction,N,NA,11200000,24347,Unfurnished,2,NA,New Property,Apartment,Mumbai,1,22,Y,NA
3136,Ready to Move,N,A&O Realty and Riddhi Siddhi Group,34500000,15131,Unfurnished,4,East,New Property,Apartment,Mumbai,4,54,Y,New Construction
3135,Under Construction,N,Dynamix Group,19800000,17837,Unfurnished,2,East,New Property,Apartment,Mumbai,2,22,Y,NA
3134,Ready to Move,N,NA,15000000,13393,Semi-Furnished,2,East,Resale,Apartment,Mumbai,2,11,Y,10 to 15 years
3133,Ready to Move,N,NA,18000000,21818,Semi-Furnished,2,NA,Resale,Apartment,Mumbai,2,7,Y,15 to 20 years
3132,Ready to Move,N,NA,28200000,15666,Semi-Furnished,4,East,Resale,Apartment,Mumbai,3,NA,Y,Less than 5 years
3131,Ready to Move,N,NA,12000000,13333,Semi-Furnished,2,East,Resale,Apartment,Mumbai,2,7,Y,10 to 15 years
3130,Ready to Move,N,NA,24000000,18045,Unfurnished,3,East,Resale,Apartment,Mumbai,3,NA,Y,New Construction
3129,Ready to Move,N,Sethia Infrastructure,8400000,16800,Furnished,2,East,New Property,Apartment,Mumbai,1,40,Y,New Construction
3128,Under Construction,N,NA,14500000,20138,Unfurnished,2,East,New Property,Apartment,Mumbai,2,23,Y,NA
3127,Ready to Move,N,MDM Realty,28000000,22400,Unfurnished,2,East,Resale,Apartment,Mumbai,2,NA,Y,New Construction
3126,Under Construction,N,Royal Realtors Group,9000000,14173,Semi-Furnished,2,East,New Property,Apartment,Mumbai,1,23,Y,NA
3125,Ready to Move,N,Prima Terra Buildtech,27500000,NA,Unfurnished,3,East,Resale,Apartment,Mumbai,3,20,Y,NA
3124,Ready to Move,N,K. Raheja Realty,20600000,18311,Unfurnished,2,East,New Property,Apartment,Mumbai,2,20,Y,Less than 5 years
3123,Under Construction,N,Omkar Realtors and Developers Pvt. Ltd.,33000000,11578,Semi-Furnished,4,East,New Property,Apartment,Mumbai,4,52,Y,NA
3122,Ready to Move,N,Omkar Realtors and Developers Pvt. Ltd.,53500000,21400,Unfurnished,3,East,Resale,Apartment,Mumbai,3,53,Y,New Construction
3121,Under Construction,N,Omkar Realtors and Developers Pvt. Ltd.,22000000,19130,Unfurnished,2,East,New Property,Apartment,Mumbai,2,2,Y,NA
3120,Under Construction,N,NA,27500000,14030,Unfurnished,3,East,New Property,Apartment,Mumbai,4,36,Y,NA
3119,Ready to Move,N,Sethia Infrastructure,8800000,17670,Furnished,2,West,Resale,Apartment,Mumbai,1,40,Y,Less than 5 years
